,"(1e-05, 0.91)","(1e-05, 0.93)","(1e-05, 0.95)","(1e-05, 0.98)","(1e-05, 0.99)","(1e-06, 0.91)","(1e-06, 0.93)","(1e-06, 0.95)","(1e-06, 0.98)","(1e-06, 0.99)","(1e-07, 0.91)","(1e-07, 0.93)","(1e-07, 0.95)","(1e-07, 0.98)","(1e-07, 0.99)","(1e-08, 0.91)","(1e-08, 0.93)","(1e-08, 0.95)","(1e-08, 0.98)","(1e-08, 0.99)","(1e-09, 0.91)","(1e-09, 0.93)","(1e-09, 0.95)","(1e-09, 0.98)","(1e-09, 0.99)"
0,5527.946209235466,5057.3698075329885,4392.303293209919,4623.61380089874,6287.943134090652,5091.345487960443,4700.363619197586,3911.53063617086,5233.797491286764,6747.840799919823,4655.60617268458,4534.303814586798,3725.573983670727,5057.05912958334,6051.778348157362,4520.687513960996,4244.672286986748,3649.536477922797,6231.228031508475,6143.773062578928,4053.7094661139654,4143.635062242871,4240.6921826268335,5561.679690681036,7119.9437385381025
