,NDC-SEM,SEM-UCB,FTRL,CUCB,Random,CTS,CUCB-SW
0,2.6646342482375536,2.6646342482375536,0.051483051323321316,0.0,1.2292498181835483,0.8916503030848033,2.143311143176819
1,1.8084233615681469,1.8084233615681469,1.2514317392425283,1.2514317392425283,1.2292498181835483,1.2514317392425283,2.7193002147134204
2,0.8954864778242992,0.8954864778242992,0.8805672841657968,0.8805672841657968,0.7678941553666809,0.8805672841657968,2.7433147807188702
3,0.0,0.0,1.4900503965298721,1.4900503965298721,0.1767650258457354,1.4900503965298721,2.0637291201312693
4,-0.2664885281600844,-0.2664885281600844,1.4635234508622075,1.4635234508622075,1.4813726615941252,1.4635234508622075,2.0462787142117205
5,0.7702045033018856,0.6974348713195191,2.0234688874908837,2.0234688874908837,1.4900503965298721,2.0234688874908837,2.1030047112861614
6,0.7198458932279865,1.4055698399666423,1.1329430256555035,1.2693080190969237,1.4561575508900289,1.2693080190969237,1.5293259876847647
7,1.3944709378266689,1.4105145727345945,1.0776237995926858,1.2935246168293837,0.8412916930109042,1.2935246168293837,1.6668154223756078
8,0.1214457997829177,0.71116815829224,0.7991988154240484,0.7991988154240484,2.2404941459770047,0.7991988154240484,2.291081856900391
9,1.9665461173310836,1.3422796828063004,1.3198686608978325,1.3198686608978325,2.5955440669952985,1.3198686608978325,2.291081856900391
10,0.6049833836587646,1.4105145727345945,0.7678941553666809,2.096866425135107,1.2871572298288414,1.13938651610527,2.291081856900391
11,1.5366918876569435,2.013187608458155,1.1947057421680873,2.291081856900391,1.4168819597351363,1.439907689669127,2.291081856900391
12,1.5145099665979633,0.7424728183496074,0.7991988154240484,2.7433147807188702,2.0789901452807116,0.6871535922867902,2.2164795799715544
13,0.8345255011979926,1.520648252749018,1.4105145727345945,2.0927234322534325,2.0789901452807116,2.1030047112861614,2.2164795799715544
14,0.5897223585093223,0.0,1.326432820983734,0.7599232242691563,1.5366918876569435,1.949095711411535,2.1369437561762767
15,1.326432820983734,1.9665461173310836,0.7264291834416823,1.286758425016472,2.1143168310546554,1.5940457903932412,2.1369437561762767
16,0.6464483555837632,0.7599232242691563,2.1143168310546554,0.7264291834416823,2.015497956393359,0.7599232242691563,2.1369437561762767
17,1.337744940752228,0.6970360665071498,0.8345255011979926,1.9488666105620474,0.5897223585093223,0.19421543176528377,2.1369437561762767
18,0.8412916930109042,1.531960372517512,1.246700224103097,1.5430592746574854,2.668712503790034,2.5955440669952985,2.1369437561762767
19,1.3907538188798414,1.9552339975625896,0.7591214843828791,1.909591019407155,0.9533369161481628,1.3328002079842762,2.2164795799715544
20,2.0218653433939013,2.0863560452528906,1.4561575508900289,1.316151541951005,1.8985080004881487,2.1143168310546554,2.2164795799715544
21,0.7617558692156265,1.2631426638233916,1.5940457903932412,0.6224337895783134,1.359926861811208,1.13938651610527,1.6507717874676822
22,1.4395088848567577,2.0218653433939013,2.143311143176819,1.3438832269032823,1.359926861811208,1.8364225826124194,1.6507717874676822
23,0.9533369161481628,1.4639222556745768,2.0863560452528906,0.6403100694327093,0.9533369161481628,0.8966109190737219,1.6668154223756078
24,1.3184618898862097,0.8902435320731796,1.531960372517512,1.3815552739611925,1.246700224103097,0.7591214843828791,1.5940457903932412
25,2.5955440669952985,0.5897223585093223,1.5430592746574854,0.6242664345247837,1.5030010737441102,2.0789901452807116,2.2404941459770047
26,1.439907689669127,1.337744940752228,1.3944709378266689,1.5430592746574854,2.0863560452528906,2.013187608458155,2.2404941459770047
27,1.196112513179711,1.270714790108547,1.9731102774169849,0.6224337895783134,2.013187608458155,0.7991988154240484,1.6114961963127896
28,0.5897223585093223,0.7438795893612311,0.8010314603705186,2.0637291201312693,0.7504437494471325,1.593646985580872,2.291081856900391
29,1.3248292768867516,1.8756981737673117,1.372877539025446,2.096866425135107,1.3359122958057577,2.0058217084859757,2.291081856900391
30,1.531960372517512,1.3502506139038246,1.5383277595180542,1.3184618898862097,0.7664873843550577,0.6403100694327093,2.2164795799715544
31,1.5293259876847647,0.0,2.2404941459770047,1.2627438590110223,0.6049833836587646,0.7438795893612311,2.1369437561762767
32,0.6242664345247837,0.8232133814294986,1.3087856419788264,1.4105145727345945,2.0637291201312693,0.7702045033018856,2.1369437561762767
33,0.7991988154240484,1.3751878869606506,1.496633686743568,1.213988793034106,1.3198686608978325,2.095033780188637,1.531960372517512
34,0.8345255011979926,1.5145099665979633,1.1786621072601622,2.1143168310546554,1.5383277595180542,1.9731102774169849,1.5145099665979633
35,0.9533369161481628,1.3662942488117502,1.3087856419788264,0.7839377902746065,0.7038022583200614,1.5030010737441102,2.0863560452528906
36,2.039512522398809,1.593646985580872,0.8170750952784442,2.039714554125819,1.5776033506729463,2.0218653433939013,1.520648252749018
37,1.4168819597351363,1.3020194501659144,2.039714554125819,0.8738010923528852,0.8916503030848033,0.7839377902746065,1.5366918876569435
38,1.8189721766928708,1.5430592746574854,0.7591214843828791,1.4813726615941252,0.5736787236013972,0.13748943469084285,2.0863560452528906
39,1.9665461173310836,1.5030010737441102,1.9552339975625896,0.9076939379927285,0.6464483555837632,1.2627438590110223,2.1369437561762767
40,1.213988793034106,1.3889211739333711,1.2627438590110223,0.8805672841657968,1.4082042247993898,2.291081856900391,2.1369437561762767
41,0.9469695291476206,1.5145099665979633,1.3024182549782837,1.4877400485946675,0.5736787236013972,1.9905606833365335,2.1369437561762767
42,1.449790163889487,1.463725482589218,0.7264291834416823,1.9841932963359912,2.039512522398809,1.8985080004881487,2.1369437561762767
43,1.4740067616219465,1.4008383248272112,0.6224337895783134,2.167325709182269,0.13748943469084285,1.316151541951005,2.2164795799715544
44,1.4168819597351363,1.3667392528743911,1.3024182549782837,2.045879909399351,1.5145099665979633,1.213988793034106,2.2164795799715544
45,0.6289979496642149,0.5897223585093223,0.8980176900853452,1.2452934530914734,1.246700224103097,0.8741998971652545,2.2164795799715544
46,1.286758425016472,1.3328002079842762,2.1369437561762767,0.5736787236013972,0.7198458932279865,0.7678941553666809,2.2164795799715544
47,0.8170750952784442,0.7664873843550577,0.7599232242691563,2.0234688874908837,1.9841932963359912,0.7702045033018856,2.2164795799715544
48,0.9076939379927285,0.7839377902746065,1.196112513179711,1.5208773535985054,2.015497956393359,0.6974348713195191,2.291081856900391
49,0.7504437494471325,2.291081856900391,2.7433147807188702,0.13748943469084285,2.0058217084859757,1.3024182549782837,2.291081856900391
50,0.7591214843828791,1.3262360478983748,0.6242664345247837,2.668712503790034,1.5145099665979633,1.2452934530914734,2.291081856900391
51,1.3889211739333711,1.2631426638233916,1.3889211739333711,1.4008383248272112,1.4172807645475056,0.8412916930109042,2.2164795799715544
52,1.2693080190969237,1.1786621072601622,1.3336019478705539,2.169636057117473,0.1214457997829177,0.7438795893612311,1.496633686743568
53,1.4082042247993898,1.286758425016472,1.3992024529661005,0.8412916930109042,1.4565563557023982,1.5293259876847647,1.5126773216514935
54,0.8902435320731796,1.213988793034106,0.8980176900853452,1.8917418086752371,1.4725999906103238,1.463725482589218,1.439907689669127
55,1.13938651610527,1.4055698399666423,0.5496641575959473,1.593646985580872,1.3422796828063004,0.8966109190737219,2.1369437561762767
56,0.9076939379927285,1.4105145727345945,0.9076939379927285,1.1786621072601622,0.9533369161481628,1.5712359636724043,2.0863560452528906
57,1.449790163889487,0.8349243060103619,1.496633686743568,0.7198458932279865,1.3441123277527702,2.167325709182269,1.4813726615941252
58,1.213988793034106,1.4877400485946675,1.3889211739333711,0.7038022583200614,0.9140613249932708,1.971277632470515,2.0863560452528906
59,1.3198686608978325,2.1369437561762767,0.7599232242691563,2.153592422209548,0.7599232242691563,0.6464483555837632,2.1369437561762767
60,0.7438795893612311,0.7504437494471325,1.8921406134876064,0.8980176900853452,0.7664873843550577,2.0637291201312693,2.291081856900391
