,NDC-SEM,SEM-UCB,FTRL,CUCB,Random,CTS,CUCB-SW
59,2.0,2.0,1.0,2.0,1.0,1.0,2.1609583221817266
60,-1.4174250836504596,2.0,1.0,1.0,1.0,-1.4174250836504596,2.1609583221817266
61,0.0,2.0,1.0,1.0,3.0,1.0,2.1369437561762767
62,0.0,-2.4683144803096564,0.4204024547408891,2.0,0.4204024547408891,1.0,2.1369437561762767
63,0.0,1.0,1.0,1.0,2.0,1.0,2.1369437561762767
64,0.0,1.0,0.4876379643457911,2.0,-2.4683144803096564,0.4876379643457911,2.1369437561762767
65,0.0,1.0,2.0,3.0,1.0,0.0,2.1369437561762767
66,1.0,2.0,2.0,4.0,3.0,1.0,2.1369437561762767
67,-3.4683144803096564,-0.9970226289095709,0.4204024547408891,-3.4653371092192256,1.0,-4.047912025568767,2.1369437561762767
68,-3.4683144803096564,2.0,2.0,-0.4683144803096555,2.0,0.0,2.1369437561762767
69,1.0,1.487637964345791,0.4876379643457911,2.0,0.4876379643457911,0.0,2.1369437561762767
70,-3.4683144803096564,-0.4683144803096555,2.0,-0.4683144803096555,2.0,1.0,2.1369437561762767
71,-3.4683144803096564,-1.4683144803096564,2.0,-0.4683144803096555,1.0,0.0,2.1369437561762767
72,0.0,2.0,1.0,2.0,1.0,0.0,2.1369437561762767
73,1.0,3.0,2.0,1.5825749163495404,1.5825749163495404,0.0,2.1369437561762767
74,1.0,3.0,2.0,4.0,2.0,0.0,2.1369437561762767
75,1.0,2.0,2.0,4.0,3.0,0.0,2.291081856900391
76,-3.4683144803096564,-2.4683144803096555,1.0,-1.4683144803096555,1.0,0.0,1.5383277595180542
77,1.0,2.0,1.0,2.0,1.0,0.0,1.5208773535985054
78,0.0,1.0,0.0,1.0,1.0,0.0,1.5776033506729463
79,1.0,2.0,2.0,2.0,1.5825749163495404,0.0,0.9533369161481628
80,1.0,2.0,2.0,2.0,1.0,0.0,2.291081856900391
81,-4.468314480309656,-3.4683144803096564,0.0,1.0,0.0,0.0,2.291081856900391
82,1.0,2.0,2.0,1.0,1.0,0.0,2.291081856900391
83,1.0,0.4204024547408891,0.4204024547408891,0.0,1.0,0.0,2.291081856900391
84,-3.4683144803096564,-2.4683144803096564,2.0,0.0,-1.4683144803096564,0.0,2.291081856900391
85,1.0,0.4876379643457911,-0.5123620356542089,0.0,1.487637964345791,0.0,2.2164795799715544
86,1.0,2.0,2.0,0.0,3.0,0.0,2.2164795799715544
87,1.0,2.0,2.0,0.0,2.0,0.0,2.143311143176819
88,-3.4683144803096564,-2.4683144803096564,-0.5123620356542089,0.0,-2.4683144803096555,0.0,2.1369437561762767
89,1.0,2.0,2.0,0.0,1.0,1.0,2.1369437561762767
90,0.0,1.0,1.0,0.0,3.0,0.0,2.1369437561762767
91,-3.4683144803096564,-4.047912025568767,-0.5795975452591109,0.0,-3.4683144803096555,0.0,2.1369437561762767
92,1.0,0.4204024547408891,0.4204024547408891,0.0,1.0,0.0,2.1369437561762767
93,-3.4683144803096564,-4.047912025568767,-1.0919595809133202,0.0,-4.047912025568767,0.0,2.1369437561762767
94,0.0,1.0,1.0,0.0,0.0,0.0,2.2164795799715544
95,1.0,2.0,0.4876379643457911,0.0,1.5825749163495404,0.0,1.4813726615941252
96,0.0,1.0,1.0,0.0,1.0,0.0,1.4474798159542823
97,1.0,2.0,2.0,0.0,4.0,0.0,0.8170750952784442
98,1.0,2.0,2.0,0.0,2.0,0.0,1.4635234508622075
99,-4.468314480309656,-3.4683144803096564,1.0,0.0,-1.4683144803096555,0.0,1.4474798159542823
100,1.0,2.0,2.0,0.0,2.0,0.0,2.1609583221817266
101,-3.4683144803096564,-2.4683144803096564,2.0,0.0,-3.4683144803096564,0.0,2.1609583221817266
102,-3.4683144803096564,-3.4683144803096564,2.0,0.0,2.0,1.0,2.1369437561762767
103,1.0,2.0,2.0,0.0,2.0,0.0,2.1369437561762767
104,1.0,2.0,2.0,0.0,4.0,0.0,2.1369437561762767
105,0.0,1.0,0.0,0.0,1.0,0.0,2.1369437561762767
106,1.0,2.0,0.4876379643457911,0.0,1.487637964345791,0.0,2.1369437561762767
107,0.0,1.0,-0.5123620356542089,0.0,1.487637964345791,0.0,2.1369437561762767
108,1.0,2.0,2.0,0.0,3.0,0.0,2.143311143176819
109,1.0,2.0,2.0,0.0,0.0,0.0,1.3907538188798414
110,-4.468314480309656,-5.047912025568767,-0.5795975452591109,0.0,1.0,0.0,1.5776033506729463
111,1.0,2.0,2.0,0.0,2.0,0.0,2.143311143176819
112,1.0,1.0,2.0,0.0,1.5825749163495404,0.0,1.38418965879394
113,1.0,1.0,2.0,0.0,1.0,0.0,2.143311143176819
114,1.0,1.0,0.4876379643457911,0.0,2.0,0.0,2.1369437561762767
115,1.0,1.0,2.0,0.0,1.0,0.0,2.143311143176819
116,1.0,1.0,1.0,0.0,2.0,0.0,2.143311143176819
117,1.0,1.0,2.0,0.0,3.0,0.0,2.143311143176819
118,1.0,1.0,2.0,0.0,3.0,0.0,2.1369437561762767
